지점날짜,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg),지점명,사고발생,사고위험
40320171110,11.0,6.5,2353.0,16.8,1328.0,6.5,9.9,2222.0,2.5,317.8,403201711,1.0,1
40320171111,7.2,4.9,726.0,11.7,1536.0,0.0,9.1,202.0,2.2,303.8,403201711,2.0,1
40320171112,6.7,1.9,734.0,11.4,1324.0,0.0,5.1,1422.0,1.2,331.9,403201711,0.0,0
40320171113,9.0,4.1,320.0,12.9,2137.0,1.0,5.8,2046.0,1.6,222.2,403201711,0.0,0
40320171114,9.0,5.8,2314.0,12.2,1.0,0.0,8.5,1436.0,2.0,317.8,403201711,0.0,0
40320171115,4.2,0.7,2334.0,6.9,1227.0,0.0,9.0,1404.0,2.7,329.1,403201711,1.0,1
40320171116,2.7,-0.9,653.0,8.1,1455.0,0.0,5.9,3.0,1.4,295.3,403201711,0.0,0
40320171117,4.0,0.0,431.0,7.5,1813.0,0.0,5.6,2332.0,1.2,11.3,403201711,3.0,1
40320171118,-1.0,-3.3,2221.0,3.8,23.0,0.0,7.7,2054.0,3.2,334.7,403201711,1.0,1
40320171119,-0.1,-4.3,720.0,4.2,1502.0,0.0,7.0,1451.0,2.2,303.8,403201711,3.0,1
40320171120,1.3,-1.8,652.0,4.6,1202.0,0.0,4.7,15.0,1.5,16.9,403201711,1.0,1
40320171121,2.8,-2.2,637.0,8.2,1523.0,0.0,3.0,2256.0,1.1,199.7,403201711,1.0,1
40320171122,5.5,2.4,25.0,11.4,1354.0,0.0,8.1,2010.0,2.1,329.1,403201711,1.0,1
40320171123,2.3,0.0,643.0,5.5,1348.0,0.0,8.2,1326.0,2.1,267.2,403201711,0.0,0
40320171124,1.1,-0.4,437.0,3.3,1454.0,0.5,7.2,1350.0,1.8,320.6,403201711,0.0,0
40320171125,4.2,-1.3,351.0,8.7,2104.0,28.5,8.3,1349.0,1.8,151.9,403201711,2.0,1
40320171126,4.7,2.0,0.0,8.4,1605.0,0.0,5.1,1401.0,1.4,2.8,403201711,1.0,1
40320171127,3.8,-1.0,711.0,9.2,1432.0,0.0,2.7,1338.0,0.9,315.0,403201711,1.0,1
40320171128,7.2,2.3,510.0,11.7,1329.0,0.0,3.7,2340.0,1.0,300.9,403201711,1.0,1
40320171129,4.4,-0.3,2354.0,8.5,33.0,0.0,5.7,1803.0,1.9,306.6,403201711,4.0,1
40320171130,-0.9,-3.6,2306.0,3.7,1455.0,0.0,8.9,2227.0,2.4,278.4,403201711,0.0,0
40320171201,-0.5,-4.7,710.0,3.7,1449.0,0.0,6.0,1600.0,1.4,278.4,403201712,0.0,0
40320171202,2.9,-2.7,605.0,7.7,1333.0,0.0,4.2,1603.0,1.3,210.9,403201712,0.0,0
40320171203,5.7,3.4,651.0,8.3,1556.0,1.5,4.7,300.0,1.3,168.8,403201712,2.0,1
40320171204,-0.1,-4.6,2357.0,5.5,3.0,0.0,10.0,1633.0,2.8,300.9,403201712,0.0,0
40320171205,-3.0,-6.2,651.0,0.1,1330.0,0.0,7.1,21.0,2.4,317.8,403201712,1.0,1
40320171206,1.1,-3.4,51.0,6.1,1552.0,1.0,5.9,1808.0,1.8,329.1,403201712,0.0,0
40320171207,1.9,-2.1,2338.0,5.4,1222.0,0.0,9.5,1940.0,2.1,312.2,403201712,0.0,0
40320171208,-2.4,-4.9,742.0,-0.1,1503.0,0.0,8.4,11.0,2.2,323.4,403201712,0.0,0
40320171209,0.8,-3.6,553.0,5.8,1445.0,0.0,4.9,1459.0,1.2,171.6,403201712,0.0,0
40320171210,2.1,-1.4,2357.0,8.7,1452.0,5.5,10.8,2259.0,2.2,255.9,403201712,0.0,0
40320171211,-5.8,-9.4,2238.0,-1.5,1.0,0.0,10.3,1055.0,3.7,323.4,403201712,0.0,0
40320171212,-8.0,-10.8,702.0,-4.7,1422.0,0.0,7.4,336.0,2.4,300.9,403201712,0.0,0
40320171213,-6.6,-9.8,507.0,-2.9,1436.0,0.0,5.1,1246.0,1.4,270.0,403201712,0.0,0
40320171214,-5.0,-9.8,723.0,-1.0,1630.0,0.0,3.9,301.0,1.2,61.9,403201712,1.0,1
40320171215,-1.9,-6.5,532.0,2.3,1708.0,0.0,5.4,2346.0,1.0,284.1,403201712,1.0,1
40320171216,-4.5,-6.7,2358.0,-0.7,5.0,0.0,8.6,1819.0,3.4,343.1,403201712,2.0,1
40320171217,-5.5,-8.8,633.0,-1.1,1418.0,0.0,8.4,103.0,2.3,261.6,403201712,0.0,0
40320171218,-0.9,-4.9,256.0,4.0,2101.0,2.5,6.5,2300.0,1.5,337.5,403201712,2.0,1
40320171219,-2.8,-4.5,833.0,0.2,1.0,0.0,9.9,716.0,2.3,286.9,403201712,1.0,1
40320171220,-2.4,-8.3,708.0,1.9,1728.0,0.0,4.3,1322.0,1.3,137.8,403201712,1.0,1
40320171221,0.7,-3.0,814.0,4.5,1556.0,0.0,4.6,1602.0,1.2,331.9,403201712,0.0,0
40320171222,3.7,-0.7,102.0,7.5,1241.0,0.0,3.7,1436.0,1.3,163.1,403201712,0.0,0
40320171223,6.6,4.6,608.0,9.2,1407.0,0.0,4.4,1312.0,1.2,236.3,403201712,1.0,1
40320171224,3.6,0.7,2356.0,6.3,37.0,15.0,9.1,1718.0,2.0,275.6,403201712,0.0,0
40320171225,-1.2,-3.8,818.0,0.8,7.0,0.0,8.0,817.0,2.5,281.3,403201712,0.0,0
40320171226,-2.6,-6.7,2341.0,0.9,119.0,0.0,9.8,1410.0,2.8,337.5,403201712,0.0,0
40320171227,-5.5,-8.4,746.0,-2.2,1602.0,0.0,7.4,131.0,2.2,300.9,403201712,0.0,0
40320171228,-1.2,-5.8,237.0,2.4,1444.0,0.0,2.9,1541.0,1.0,326.3,403201712,2.0,1
40320171229,3.4,1.1,302.0,6.5,1336.0,0.0,5.0,1439.0,1.2,292.5,403201712,2.0,1
40320171230,2.4,-0.7,427.0,5.6,1414.0,0.5,3.9,2351.0,1.1,300.9,403201712,1.0,1
40320171231,1.1,-0.4,2344.0,3.6,1457.0,0.5,7.9,1649.0,2.7,323.4,403201712,0.0,0
40420170101,4.8,1.1,811.0,7.8,1435.0,0.0,3.9,2033.0,1.7,115.3,404201701,3.0,1
40420170102,6.0,2.2,2358.0,8.8,1336.0,0.0,5.0,1424.0,1.7,284.1,404201701,0.0,0
40420170103,3.5,-0.3,612.0,7.0,1514.0,0.0,4.9,1257.0,1.0,241.9,404201701,0.0,0
40420170104,4.9,2.6,2230.0,9.4,1429.0,0.0,3.5,1203.0,1.2,298.1,404201701,1.0,1
40420170105,4.7,0.6,657.0,8.2,1502.0,0.0,7.7,2230.0,1.9,104.1,404201701,1.0,1
40420170106,6.5,4.2,2359.0,10.9,1505.0,0.0,7.3,45.0,2.1,115.3,404201701,0.0,0
40420170107,5.7,1.2,639.0,10.0,1509.0,0.0,3.8,1031.0,0.9,126.6,404201701,0.0,0
40420170108,7.0,4.3,450.0,10.7,1107.0,0.0,4.4,2014.0,0.9,261.6,404201701,0.0,0
40420170109,2.3,-2.1,2337.0,5.5,1516.0,0.0,6.0,1218.0,1.7,272.8,404201701,0.0,0
40420170110,-2.2,-6.0,2338.0,2.1,1429.0,0.0,5.9,1315.0,1.7,272.8,404201701,0.0,0
40420170111,-2.6,-6.9,703.0,2.0,1555.0,0.0,6.3,1511.0,1.3,264.4,404201701,0.0,0
40420170112,-1.0,-4.7,2348.0,2.8,1456.0,0.0,5.6,1434.0,1.3,348.8,404201701,0.0,0
40420170113,-5.2,-7.2,2256.0,-1.2,1435.0,0.0,7.1,1522.0,1.5,275.6,404201701,0.0,0
40420170114,-7.4,-9.5,756.0,-3.9,1513.0,0.0,8.0,1354.0,1.7,258.8,404201701,1.0,1
40420170115,-5.5,-9.9,714.0,-0.2,1537.0,0.0,4.3,1350.0,1.0,255.9,404201701,3.0,1
40420170116,-2.4,-7.1,659.0,3.3,1528.0,0.0,5.3,1317.0,0.9,258.8,404201701,0.0,0
40420170117,-0.6,-4.7,457.0,3.8,1522.0,0.0,3.0,1926.0,0.8,312.2,404201701,0.0,0
40420170118,0.6,-1.8,2347.0,3.7,1516.0,0.0,3.1,1114.0,0.8,146.3,404201701,0.0,0
40420170119,-0.4,-4.0,649.0,4.8,1458.0,0.0,4.6,1557.0,1.0,284.1,404201701,0.0,0
40420170120,-3.7,-6.5,2259.0,0.5,36.0,3.5,6.7,1137.0,1.5,317.8,404201701,1.0,1
40420170121,-3.8,-7.5,703.0,-0.8,1246.0,2.5,7.2,2332.0,1.3,205.3,404201701,1.0,1
40420170122,-7.5,-9.6,2321.0,-2.7,1.0,0.5,6.9,1448.0,1.6,284.1,404201701,0.0,0
40420170123,-8.2,-11.1,740.0,-4.2,1602.0,0.0,5.1,1138.0,1.5,270.0,404201701,0.0,0
40420170124,-6.0,-10.0,438.0,-1.0,1502.0,0.0,3.9,1104.0,1.1,258.8,404201701,2.0,1
40420170125,-4.3,-9.9,714.0,1.6,1429.0,0.0,3.5,1306.0,1.0,264.4,404201701,1.0,1
40420170126,0.1,-5.0,720.0,3.9,2309.0,0.5,7.1,2033.0,2.5,151.9,404201701,1.0,1
40420170127,-2.0,-4.9,2354.0,4.8,56.0,4.5,9.7,58.0,2.1,255.9,404201701,0.0,0
40420170128,-1.1,-6.6,729.0,4.7,1615.0,0.0,4.7,1501.0,0.9,112.5,404201701,0.0,0
40420170129,1.0,-0.5,2247.0,3.1,316.0,6.0,3.5,259.0,0.6,126.6,404201701,0.0,0
40420170130,-4.8,-7.1,2343.0,-0.3,2.0,0.0,6.4,243.0,1.9,0.0,404201701,0.0,0
40420170131,-4.9,-8.9,633.0,0.2,1611.0,0.0,3.6,1521.0,1.0,303.8,404201701,0.0,0
40420170201,-3.1,-6.5,2356.0,0.8,1439.0,0.0,6.0,1441.0,1.5,253.1,404201702,0.0,0
40420170202,-1.7,-8.0,444.0,2.9,1522.0,0.0,7.1,1451.0,1.4,258.8,404201702,0.0,0
40420170203,2.4,-1.2,657.0,5.9,1400.0,0.0,4.1,1417.0,1.0,267.2,404201702,0.0,0
40420170204,2.4,0.2,639.0,4.3,2002.0,0.0,3.9,1115.0,1.0,106.9,404201702,0.0,0
40420170205,1.6,-0.2,2355.0,3.7,102.0,1.0,5.6,1640.0,1.4,264.4,404201702,0.0,0
40420170206,-1.2,-3.4,737.0,2.7,1518.0,0.0,5.4,1427.0,1.9,278.4,404201702,0.0,0
40420170207,-1.6,-4.4,523.0,2.1,1623.0,0.0,3.5,1524.0,0.9,230.6,404201702,0.0,0
40420170208,-1.6,-4.2,649.0,1.0,1442.0,0.0,5.3,2055.0,1.2,261.6,404201702,0.0,0
40420170209,-4.4,-5.8,731.0,-1.6,1242.0,0.0,8.1,1512.0,2.3,272.8,404201702,0.0,0
40420170210,-5.7,-8.3,732.0,-2.3,1543.0,0.0,7.9,1439.0,2.4,286.9,404201702,1.0,1
40420170211,-3.9,-7.5,506.0,0.2,1602.0,0.0,6.7,1652.0,2.0,236.3,404201702,0.0,0
40420170212,-1.1,-5.3,516.0,3.3,1509.0,0.0,5.8,1446.0,1.4,334.7,404201702,0.0,0
40420170213,1.0,-2.8,525.0,5.4,1302.0,0.0,3.9,1415.0,0.9,247.5,404201702,0.0,0
40420170214,1.0,-3.0,722.0,6.4,1553.0,0.0,5.0,1855.0,1.1,261.6,404201702,0.0,0
40420170215,3.3,-1.2,726.0,7.9,1504.0,0.0,4.5,1125.0,1.5,126.6,404201702,0.0,0
40420170216,7.3,1.8,620.0,11.1,1902.0,0.0,6.6,2352.0,1.9,233.4,404201702,0.0,0
40420170217,0.9,-4.4,2347.0,8.8,2.0,3.5,7.2,533.0,2.1,253.1,404201702,0.0,0
40420170218,-1.6,-5.7,721.0,3.8,1433.0,0.0,7.3,1523.0,1.9,270.0,404201702,0.0,0
40420170219,3.3,-1.0,458.0,7.1,1833.0,3.0,8.1,1832.0,2.7,160.3,404201702,0.0,0
40420170220,-1.2,-4.3,2340.0,6.2,133.0,1.0,6.8,924.0,2.1,241.9,404201702,0.0,0
40420170221,-0.4,-6.4,735.0,5.9,1529.0,0.0,3.9,1548.0,1.1,306.6,404201702,0.0,0
40420170222,1.7,-0.7,2354.0,4.6,802.0,4.5,6.3,1128.0,1.7,87.2,404201702,0.0,0
40420170223,-0.8,-3.2,2333.0,2.5,1350.0,0.0,7.3,1121.0,2.0,289.7,404201702,0.0,0
40420170224,0.0,-4.4,654.0,3.6,1252.0,0.0,6.1,1537.0,1.7,255.9,404201702,0.0,0
40420170225,3.3,-0.7,427.0,7.5,1402.0,0.0,7.2,1519.0,1.8,233.4,404201702,1.0,1
40420170226,3.7,-0.3,704.0,10.3,1457.0,0.0,5.8,1819.0,1.1,267.2,404201702,1.0,1
40420170227,4.3,-0.4,636.0,10.7,1509.0,0.0,4.7,1730.0,1.2,272.8,404201702,2.0,1
40420170228,6.3,1.8,333.0,11.8,1429.0,0.0,5.5,1718.0,1.4,255.9,404201702,0.0,0
40420170301,6.1,2.2,2311.0,11.2,1315.0,6.5,7.3,1601.0,1.6,275.6,404201703,0.0,0
40420170302,2.3,-0.3,726.0,6.0,1426.0,0.5,6.0,1552.0,1.7,289.7,404201703,0.0,0
40420170303,4.4,-0.6,330.0,8.8,1350.0,0.0,7.1,1633.0,1.8,261.6,404201703,0.0,0
40420170304,6.3,3.1,620.0,11.5,1522.0,0.0,5.0,1732.0,1.1,281.3,404201703,0.0,0
40420170305,5.0,2.0,618.0,10.2,1335.0,0.0,5.0,1855.0,1.2,298.1,404201703,0.0,0
40420170306,0.7,-1.8,710.0,4.5,1435.0,0.0,7.3,1539.0,2.0,284.1,404201703,0.0,0
40420170307,-0.9,-3.2,704.0,2.4,1542.0,0.0,6.7,1502.0,2.2,286.9,404201703,1.0,1
40420170308,0.6,-3.3,125.0,4.8,1435.0,0.0,9.2,1454.0,2.4,300.9,404201703,0.0,0
40420170309,4.1,-0.6,134.0,9.7,1502.0,0.0,9.4,1206.0,2.4,270.0,404201703,0.0,0
40420170310,5.5,0.7,454.0,11.5,1418.0,0.0,6.5,1502.0,1.5,278.4,404201703,0.0,0
40420170311,7.8,3.1,657.0,15.6,1442.0,0.0,6.2,1628.0,1.3,272.8,404201703,0.0,0
40420170312,8.5,6.0,2351.0,13.1,1405.0,0.0,7.0,1642.0,1.5,270.0,404201703,0.0,0
40420170313,6.5,2.2,617.0,12.1,1434.0,0.0,4.2,1358.0,1.2,292.5,404201703,1.0,1
40420170314,6.0,2.0,658.0,10.9,1402.0,0.0,6.2,1749.0,1.5,326.3,404201703,0.0,0
40420170315,6.1,1.5,629.0,12.0,1345.0,0.0,5.8,1530.0,1.2,292.5,404201703,0.0,0
40420170316,6.7,2.3,705.0,12.7,1532.0,0.0,7.1,1640.0,1.4,244.7,404201703,0.0,0
40420170317,7.9,2.8,511.0,15.8,1508.0,0.0,7.2,1606.0,1.2,241.9,404201703,0.0,0
40420170318,9.9,6.7,703.0,14.9,1415.0,0.0,7.1,1510.0,1.6,306.6,404201703,0.0,0
40420170319,10.9,4.3,615.0,18.0,1611.0,0.0,4.0,1312.0,0.8,140.6,404201703,0.0,0
40420170320,10.8,7.9,2356.0,15.1,1509.0,0.0,4.7,1921.0,1.3,289.7,404201703,0.0,0
40420170321,7.9,4.6,727.0,13.3,1613.0,0.0,5.5,1719.0,1.5,261.6,404201703,0.0,0
40420170322,8.4,4.0,639.0,13.1,1254.0,0.0,6.3,1535.0,1.3,264.4,404201703,1.0,1
40420170323,9.2,5.6,540.0,14.7,1359.0,0.0,6.6,1706.0,1.3,275.6,404201703,0.0,0
40420170324,8.9,5.5,414.0,13.8,1437.0,0.0,5.2,1741.0,1.3,261.6,404201703,1.0,1
40420170325,8.0,5.9,0.0,12.1,1355.0,0.0,6.8,1622.0,1.8,292.5,404201703,0.0,0
40420170326,7.1,4.8,638.0,10.6,1155.0,0.0,7.0,1416.0,1.8,202.5,404201703,1.0,1
40420170327,7.0,5.3,640.0,10.5,1411.0,0.0,9.7,1329.0,1.7,247.5,404201703,0.0,0
40420170328,7.7,4.4,424.0,12.5,1512.0,0.0,5.3,1741.0,1.6,303.8,404201703,0.0,0
40420170329,8.5,4.7,508.0,14.3,1329.0,0.0,5.1,1551.0,1.3,264.4,404201703,0.0,0
40420170330,10.4,4.6,625.0,17.1,1509.0,0.0,5.9,1208.0,1.1,284.1,404201703,0.0,0
40420170331,9.4,6.7,2331.0,12.7,1110.0,0.5,6.1,2029.0,1.5,101.3,404201703,0.0,0
40420170401,8.9,4.4,635.0,14.1,1434.0,0.5,7.8,1516.0,1.6,306.6,404201704,1.0,1
40420170402,9.6,4.8,600.0,15.1,1515.0,0.0,7.0,1631.0,1.6,267.2,404201704,1.0,1
40420170403,11.4,5.9,604.0,17.2,1342.0,0.0,6.5,1602.0,1.7,270.0,404201704,0.0,0
40420170404,14.3,9.4,615.0,20.5,1354.0,0.0,5.8,1449.0,1.4,261.6,404201704,1.0,1
40420170405,12.5,10.9,1619.0,14.7,1212.0,30.5,10.1,1707.0,2.9,126.6,404201704,1.0,1
40420170406,10.5,9.3,828.0,12.6,2.0,2.0,5.6,24.0,1.7,281.3,404201704,1.0,1
40420170407,13.9,9.2,623.0,21.7,1442.0,0.0,5.2,1057.0,1.2,120.9,404201704,1.0,1
40420170408,11.8,7.5,626.0,18.5,1448.0,0.5,4.9,1711.0,1.3,278.4,404201704,1.0,1
40420170409,14.6,10.3,614.0,19.3,1432.0,0.5,8.5,1414.0,2.4,104.1,404201704,1.0,1
40420170410,16.1,11.7,617.0,22.4,1559.0,0.0,10.2,445.0,3.2,109.7,404201704,1.0,1
40420170411,14.7,11.9,711.0,18.8,1429.0,0.0,7.6,1459.0,1.9,295.3,404201704,0.0,0
40420170412,11.5,9.1,634.0,15.5,1419.0,0.0,9.9,1555.0,2.5,239.1,404201704,0.0,0
40420170413,12.7,7.4,637.0,17.9,1219.0,0.0,7.2,1727.0,1.9,233.4,404201704,1.0,1
40420170414,13.4,11.5,1317.0,17.3,1022.0,5.5,9.7,1241.0,2.7,267.2,404201704,0.0,0
40420170415,16.3,11.1,139.0,23.3,1402.0,0.0,7.4,1427.0,1.8,270.0,404201704,2.0,1
40420170416,18.4,13.0,538.0,23.0,1416.0,0.0,4.9,1304.0,1.0,258.8,404201704,0.0,0
40420170417,14.5,11.8,2233.0,18.8,28.0,6.0,4.7,654.0,0.7,230.6,404201704,0.0,0
40420170418,12.2,10.3,2249.0,16.9,1111.0,3.0,9.3,1031.0,2.7,132.2,404201704,0.0,0
40420170419,13.0,9.2,500.0,17.1,1502.0,0.0,7.1,1525.0,2.5,278.4,404201704,0.0,0
40420170420,12.9,9.9,548.0,18.4,1328.0,0.0,6.0,1639.0,1.5,247.5,404201704,0.0,0
40420170421,13.0,9.1,605.0,18.1,1304.0,0.0,5.7,1532.0,1.4,270.0,404201704,0.0,0
40420170422,14.8,8.8,616.0,22.0,1509.0,0.0,7.4,1617.0,1.7,298.1,404201704,0.0,0
40420170423,15.0,9.9,543.0,20.5,1502.0,0.0,8.0,1546.0,2.1,270.0,404201704,0.0,0
40420170424,15.5,11.2,553.0,20.0,1322.0,0.0,8.1,1350.0,2.6,33.8,404201704,1.0,1
40420170425,15.5,13.6,2243.0,19.4,1415.0,0.0,7.1,1232.0,1.8,264.4,404201704,0.0,0
40420170426,14.9,11.1,606.0,20.6,1409.0,0.0,9.7,1643.0,1.9,306.6,404201704,0.0,0
40420170427,13.6,9.9,356.0,19.1,1135.0,0.0,10.7,1554.0,2.4,241.9,404201704,1.0,1
40420170428,14.1,10.4,303.0,19.2,1149.0,0.0,9.2,1104.0,2.9,267.2,404201704,1.0,1
40420170429,16.8,10.9,529.0,22.7,1609.0,0.0,7.2,1554.0,2.3,275.6,404201704,0.0,0
40420170430,18.6,14.7,2356.0,26.0,1253.0,0.0,6.6,1113.0,2.2,149.1,404201704,0.0,0
40420170501,19.5,13.3,610.0,27.7,1522.0,0.0,5.7,927.0,1.5,123.8,404201705,0.0,0
40420170502,19.8,14.7,649.0,26.6,1346.0,0.0,4.8,1651.0,1.3,298.1,404201705,0.0,0
40420170503,21.1,14.6,610.0,29.2,1400.0,0.0,7.0,1727.0,1.4,267.2,404201705,0.0,0
40420170504,21.3,17.2,231.0,26.2,1428.0,0.0,6.4,1935.0,1.4,275.6,404201705,1.0,1
40420170505,20.3,15.3,2358.0,25.4,1142.0,0.0,8.7,1439.0,2.2,326.3,404201705,0.0,0
40420170506,14.8,11.8,555.0,17.6,1135.0,0.0,11.8,1431.0,2.9,244.7,404201705,0.0,0
40420170507,16.3,11.3,514.0,21.6,1448.0,0.0,8.8,1453.0,2.6,255.9,404201705,0.0,0
40420170508,18.0,13.6,210.0,22.7,1357.0,0.0,6.1,835.0,1.9,143.4,404201705,0.0,0
40420170509,16.6,14.9,1808.0,21.1,1402.0,4.5,6.6,1438.0,1.0,101.3,404201705,0.0,0
40420170510,15.8,13.6,658.0,20.1,1629.0,2.5,7.0,1706.0,1.5,233.4,404201705,0.0,0
40420170511,18.9,13.9,140.0,24.0,1629.0,0.0,4.6,1347.0,1.6,143.4,404201705,0.0,0
40420170512,18.8,16.9,2358.0,20.8,1216.0,0.0,5.4,508.0,1.5,137.8,404201705,0.0,0
40420170513,16.4,12.8,0.0,22.8,1342.0,9.5,11.3,1223.0,2.9,129.4,404201705,0.0,0
40420170514,15.7,12.0,151.0,19.4,1422.0,0.0,9.8,1718.0,3.3,286.9,404201705,0.0,0
40420170515,15.9,13.5,530.0,20.1,1411.0,0.0,6.3,1614.0,2.2,264.4,404201705,0.0,0
40420170516,16.7,13.1,555.0,21.7,1436.0,0.0,6.0,1452.0,1.7,244.7,404201705,0.0,0
40420170517,18.8,13.5,532.0,25.2,1326.0,0.0,6.9,1528.0,1.3,312.2,404201705,1.0,1
40420170518,20.3,15.8,410.0,25.8,1441.0,0.0,6.2,1322.0,1.7,272.8,404201705,0.0,0
40420170519,21.1,17.0,450.0,26.5,1409.0,0.0,7.4,1611.0,2.0,317.8,404201705,0.0,0
40420170520,20.4,16.1,518.0,25.0,1156.0,0.0,7.0,1614.0,1.6,270.0,404201705,0.0,0
40420170521,20.8,16.7,500.0,25.4,1315.0,0.0,6.0,1400.0,1.6,244.7,404201705,0.0,0
40420170522,21.5,16.8,511.0,26.8,1532.0,0.0,5.8,1847.0,1.3,281.3,404201705,0.0,0
40420170523,19.7,17.0,1940.0,23.1,1101.0,5.0,5.6,1208.0,1.4,275.6,404201705,1.0,1
40420170524,21.2,16.8,559.0,27.2,1643.0,0.5,5.3,1654.0,1.1,241.9,404201705,0.0,0
40420170525,19.0,14.8,2357.0,24.7,1406.0,0.0,7.7,951.0,2.0,219.4,404201705,0.0,0
40420170526,17.1,12.1,449.0,22.6,1629.0,0.0,6.2,1819.0,1.6,258.8,404201705,0.0,0
40420170527,18.7,13.9,533.0,24.6,1526.0,0.0,6.2,1606.0,1.7,270.0,404201705,2.0,1
40420170528,20.9,16.2,118.0,26.3,1535.0,0.0,7.6,1203.0,2.3,247.5,404201705,0.0,0
40420170529,22.0,18.3,300.0,27.2,1325.0,0.0,7.6,1526.0,1.8,278.4,404201705,0.0,0
40420170530,22.7,18.6,320.0,29.5,1531.0,0.0,6.0,1220.0,1.6,230.6,404201705,0.0,0
40420170531,22.3,17.8,352.0,28.6,1505.0,0.0,5.9,1705.0,1.4,272.8,404201705,0.0,0
40420170601,22.6,19.7,0.0,25.9,1815.0,0.0,7.9,1541.0,2.0,255.9,404201706,0.0,0
40420170602,20.2,15.9,519.0,24.8,1243.0,0.0,6.6,1601.0,1.7,261.6,404201706,0.0,0
40420170603,20.3,16.5,529.0,25.3,1435.0,0.0,8.8,1602.0,2.2,303.8,404201706,0.0,0
40420170604,21.7,16.2,430.0,27.3,1331.0,0.0,7.9,1742.0,1.7,275.6,404201706,1.0,1
40420170605,23.9,17.6,443.0,29.9,1624.0,0.0,4.8,1755.0,1.1,272.8,404201706,0.0,0
40420170606,19.3,14.5,2055.0,23.6,21.0,14.0,9.2,1904.0,3.6,101.3,404201706,0.0,0
40420170607,17.9,15.2,4.0,19.5,1816.0,9.0,6.6,429.0,2.1,132.2,404201706,0.0,0
40420170608,19.4,15.9,312.0,24.7,1315.0,0.0,6.8,1418.0,1.9,233.4,404201706,1.0,1
40420170609,20.6,17.4,427.0,25.1,1445.0,0.0,9.8,1627.0,2.6,261.6,404201706,0.0,0
40420170610,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,404201706,0.0,0
40420170611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404201706,0.0,0
40420170612,21.8,18.3,512.0,27.6,1454.0,0.0,7.0,758.0,2.5,106.9,404201706,0.0,0
40420170613,20.8,18.3,419.0,24.4,1339.0,0.0,6.5,1612.0,1.7,236.3,404201706,0.0,0
40420170614,21.2,18.4,434.0,25.2,1452.0,0.0,6.8,1547.0,2.0,253.1,404201706,0.0,0
40420170615,22.3,17.9,437.0,27.6,1424.0,0.0,6.5,1547.0,1.8,272.8,404201706,0.0,0
40420170616,24.6,20.5,430.0,31.4,1426.0,0.0,6.7,1525.0,2.1,278.4,404201706,1.0,1
40420170617,23.3,20.4,546.0,27.9,1514.0,0.0,6.0,1231.0,1.9,205.3,404201706,0.0,0
40420170618,23.8,19.6,535.0,30.6,1342.0,0.0,5.8,1445.0,1.3,225.0,404201706,0.0,0
40420170619,23.9,19.4,457.0,29.2,1728.0,0.0,5.3,1340.0,1.0,292.5,404201706,1.0,1
40420170620,25.3,20.4,400.0,31.3,1302.0,0.0,5.3,1508.0,1.1,272.8,404201706,0.0,0
40420170621,24.6,21.6,2336.0,29.8,1254.0,0.0,7.3,1524.0,1.9,250.3,404201706,1.0,1
40420170622,24.5,21.2,57.0,28.6,1700.0,0.0,6.4,1335.0,1.7,295.3,404201706,0.0,0
40420170623,26.0,21.7,552.0,31.8,1329.0,0.0,7.2,1339.0,1.3,236.3,404201706,1.0,1
40420170624,23.8,20.9,2319.0,26.9,1059.0,1.5,6.0,1551.0,1.0,244.7,404201706,1.0,1
40420170625,24.1,20.8,36.0,29.0,1405.0,5.0,5.5,1543.0,0.7,98.4,404201706,0.0,0
40420170626,23.4,20.5,800.0,29.7,1443.0,2.0,8.7,1633.0,2.6,143.4,404201706,0.0,0
40420170627,24.4,21.3,343.0,28.6,1302.0,11.5,7.3,1608.0,2.0,233.4,404201706,0.0,0
40420170628,25.3,22.2,410.0,29.6,1248.0,0.0,5.4,1508.0,1.4,255.9,404201706,0.0,0
40420170629,25.7,22.2,502.0,30.6,1438.0,0.0,5.7,1519.0,1.3,70.3,404201706,0.0,0
40420170630,25.5,22.5,213.0,30.0,1452.0,0.0,5.7,1437.0,1.2,300.9,404201706,0.0,0
40420170701,24.9,22.1,607.0,30.0,1418.0,0.5,6.0,1615.0,1.2,154.7,404201707,0.0,0
40420170702,24.4,22.1,2344.0,26.8,1604.0,90.5,8.4,2022.0,1.7,292.5,404201707,1.0,1
40420170703,25.0,22.2,1.0,27.8,1226.0,35.5,10.3,402.0,2.8,270.0,404201707,0.0,0
40420170704,26.4,23.6,514.0,30.9,1245.0,1.0,6.0,1407.0,1.3,199.7,404201707,0.0,0
40420170705,27.4,23.4,526.0,33.2,1456.0,0.0,5.1,1523.0,0.9,255.9,404201707,0.0,0
40420170706,28.1,24.3,520.0,34.2,1424.0,0.0,5.9,1728.0,1.4,261.6,404201707,0.0,0
40420170707,26.5,24.4,617.0,28.8,1403.0,16.0,7.5,1415.0,2.6,196.9,404201707,0.0,0
