지점날짜,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간풍속 시각(hhmi),평균 풍속(m/s),최대 순간 풍속 풍향(deg),지점명,사고발생,사고위험
40020170101,3.5,-0.4,626.0,7.0,1532.0,0.0,3.3,611.0,1.3,73.1,400201701,2.0,1
40020170102,6.2,3.7,2351.0,9.4,1411.0,0.0,5.8,1614.0,1.6,196.9,400201701,2.0,1
40020170103,4.0,1.1,538.0,7.2,1325.0,0.0,5.6,1440.0,1.7,227.8,400201701,0.0,0
40020170104,5.4,2.5,822.0,9.3,1522.0,0.0,6.5,1450.0,1.4,315.0,400201701,0.0,0
40020170105,5.0,1.6,340.0,7.8,1509.0,0.0,6.5,1200.0,1.8,67.5,400201701,0.0,0
40020170106,6.7,4.1,805.0,10.5,1442.0,0.0,4.5,1838.0,1.4,286.9,400201701,1.0,0
40020170107,5.7,1.4,735.0,10.1,1534.0,0.0,3.3,1150.0,1.1,50.6,400201701,0.0,0
40020170108,7.7,5.1,528.0,11.6,1431.0,0.0,6.5,2052.0,1.7,225.0,400201701,0.0,0
40020170109,3.0,-0.8,2341.0,5.4,1.0,0.0,7.2,1546.0,2.4,272.8,400201701,1.0,0
40020170110,-1.7,-5.5,2343.0,2.0,1418.0,0.0,7.9,1338.0,2.4,261.6,400201701,3.0,1
40020170111,-2.1,-5.9,646.0,1.6,1449.0,0.0,6.9,1501.0,1.8,309.4,400201701,1.0,0
40020170112,-0.8,-4.2,2341.0,2.4,1509.0,0.0,13.7,1423.0,2.0,236.3,400201701,2.0,1
40020170113,-4.5,-6.8,2321.0,-1.0,1553.0,0.0,10.5,1942.0,2.1,292.5,400201701,0.0,0
40020170114,-6.9,-9.1,853.0,-4.5,1506.0,0.0,9.6,1616.0,2.7,275.6,400201701,1.0,0
40020170115,-4.9,-8.5,746.0,-1.1,1540.0,0.0,6.0,1322.0,1.7,239.1,400201701,1.0,0
40020170116,-2.3,-7.2,830.0,2.7,1549.0,0.0,3.9,1851.0,1.2,272.8,400201701,2.0,1
40020170117,-0.7,-5.5,712.0,3.8,1536.0,0.0,3.7,1315.0,1.3,275.6,400201701,0.0,0
40020170118,1.0,-1.4,853.0,3.3,1547.0,0.0,5.4,1442.0,1.0,42.2,400201701,1.0,0
40020170119,0.4,-2.9,721.0,4.6,1610.0,0.0,6.8,1719.0,1.3,267.2,400201701,1.0,0
40020170120,-3.1,-5.5,2334.0,0.5,53.0,2.5,8.2,1508.0,2.3,281.3,400201701,1.0,0
40020170121,-3.9,-8.2,615.0,-0.4,2318.0,1.0,8.0,2358.0,1.3,284.1,400201701,4.0,1
40020170122,-6.9,-8.8,2312.0,-2.0,40.0,0.5,8.9,1825.0,2.7,317.8,400201701,1.0,0
40020170123,-7.2,-10.1,715.0,-4.0,1607.0,0.0,6.5,1316.0,2.1,241.9,400201701,0.0,0
40020170124,-5.3,-9.5,713.0,-1.6,1535.0,0.0,5.8,1415.0,1.7,295.3,400201701,1.0,0
40020170125,-3.4,-8.5,657.0,0.6,1557.0,0.0,5.4,1433.0,1.5,241.9,400201701,2.0,1
40020170126,-0.5,-7.0,654.0,4.1,2340.0,0.0,8.8,2358.0,1.7,227.8,400201701,3.0,1
40020170127,-1.3,-3.5,857.0,4.6,112.0,4.0,9.4,119.0,2.6,272.8,400201701,1.0,0
40020170128,-0.8,-6.4,738.0,4.1,1631.0,0.0,4.1,43.0,1.2,292.5,400201701,2.0,1
40020170129,1.3,0.2,2338.0,3.1,1040.0,5.5,5.0,2337.0,1.1,292.5,400201701,1.0,0
40020170130,-3.5,-5.5,907.0,0.2,1.0,0.0,8.2,846.0,2.4,275.6,400201701,1.0,0
40020170131,-3.8,-8.0,625.0,-0.1,1346.0,0.0,5.3,1435.0,1.6,247.5,400201701,2.0,1
40020170201,-2.5,-5.6,2358.0,1.0,1322.0,0.0,7.9,1247.0,2.1,272.8,400201702,1.0,0
40020170202,-1.3,-6.5,541.0,3.2,1559.0,0.0,7.9,1416.0,2.1,250.3,400201702,1.0,0
40020170203,2.9,-0.4,807.0,6.5,1446.0,0.0,5.1,1510.0,1.4,272.8,400201702,1.0,0
40020170204,1.8,-1.4,611.0,3.8,1835.0,0.0,4.0,1032.0,1.2,59.1,400201702,2.0,1
40020170205,2.4,0.7,2333.0,3.4,537.0,0.5,6.9,1711.0,1.6,253.1,400201702,1.0,0
40020170206,-0.4,-2.7,836.0,2.7,1633.0,0.0,7.7,147.0,2.4,286.9,400201702,0.0,0
40020170207,-0.4,-3.3,859.0,3.1,1617.0,0.0,4.5,1955.0,1.3,306.6,400201702,1.0,0
40020170208,-0.3,-2.4,707.0,2.0,1341.0,0.0,5.9,2125.0,1.5,289.7,400201702,2.0,1
40020170209,-3.9,-5.3,812.0,-1.4,1333.0,0.0,9.0,1252.0,2.8,292.5,400201702,1.0,0
40020170210,-5.2,-7.8,809.0,-1.8,1501.0,0.0,9.1,900.0,3.0,275.6,400201702,2.0,1
40020170211,-3.3,-6.9,639.0,0.2,1500.0,0.0,7.9,1357.0,2.3,281.3,400201702,0.0,0
40020170212,-0.6,-4.5,829.0,4.0,1553.0,0.0,6.5,1441.0,1.7,348.8,400201702,1.0,0
40020170213,1.0,-3.9,717.0,5.3,1613.0,0.0,5.1,1427.0,1.3,210.9,400201702,1.0,0
40020170214,2.0,-1.0,635.0,6.1,1551.0,0.0,6.0,1947.0,1.8,278.4,400201702,1.0,0
40020170215,3.3,-2.1,700.0,8.6,1546.0,0.0,4.3,1433.0,1.0,180.0,400201702,1.0,0
40020170216,6.9,-0.1,734.0,11.4,2013.0,0.0,7.9,2239.0,1.5,253.1,400201702,2.0,1
40020170217,2.0,-3.4,2346.0,10.3,1.0,4.0,13.8,1543.0,2.9,255.9,400201702,3.0,1
40020170218,-0.9,-5.0,745.0,3.3,1534.0,0.0,9.3,1439.0,2.3,272.8,400201702,2.0,1
40020170219,3.4,-1.2,536.0,7.0,1831.0,1.5,6.9,1022.0,1.3,205.3,400201702,0.0,0
40020170220,-0.2,-3.1,2330.0,6.3,146.0,0.5,9.4,1052.0,2.7,270.0,400201702,1.0,0
40020170221,0.8,-4.8,523.0,6.4,1636.0,0.0,5.1,13.0,1.3,64.7,400201702,0.0,0
40020170222,2.3,0.4,0.0,4.2,841.0,6.0,6.4,2340.0,1.6,270.0,400201702,0.0,0
40020170223,-0.2,-2.4,2357.0,2.7,1530.0,0.0,9.5,1513.0,2.7,292.5,400201702,1.0,0
40020170224,0.7,-3.2,735.0,4.1,1435.0,0.0,7.8,1537.0,2.0,326.3,400201702,1.0,0
40020170225,4.0,-0.4,722.0,8.0,1509.0,0.0,9.1,1700.0,2.0,281.3,400201702,2.0,1
40020170226,4.8,0.7,750.0,9.9,1520.0,0.0,6.4,1644.0,1.5,340.3,400201702,1.0,0
40020170227,5.2,0.2,652.0,9.8,1525.0,0.0,5.8,1557.0,1.5,270.0,400201702,1.0,0
40020170228,6.6,0.3,712.0,12.1,1409.0,0.0,5.8,1832.0,1.4,233.4,400201702,4.0,1
40020170301,5.9,2.7,2123.0,11.4,1306.0,7.0,7.1,1709.0,1.2,270.0,400201703,0.0,0
40020170302,3.0,0.8,748.0,6.5,1509.0,0.5,7.1,1833.0,2.4,261.6,400201703,0.0,0
40020170303,4.8,-0.4,433.0,9.9,1514.0,0.0,7.7,1322.0,1.7,196.9,400201703,2.0,1
40020170304,6.3,1.2,636.0,11.5,1446.0,0.0,5.1,1507.0,1.3,275.6,400201703,1.0,0
40020170305,6.0,2.6,747.0,10.6,1507.0,1.0,6.0,1610.0,1.5,303.8,400201703,0.0,0
40020170306,1.3,-1.0,717.0,5.1,3.0,0.0,10.0,1423.0,2.9,264.4,400201703,0.0,0
40020170307,-0.3,-2.7,717.0,2.6,1501.0,0.0,9.4,557.0,2.9,298.1,400201703,1.0,0
40020170308,1.3,-2.8,200.0,5.0,1553.0,0.0,9.6,1546.0,2.6,230.6,400201703,3.0,1
40020170309,4.7,-0.2,544.0,10.2,1402.0,0.0,10.2,1355.0,2.5,261.6,400201703,1.0,0
40020170310,6.6,2.1,609.0,11.3,1458.0,0.0,7.1,1320.0,1.9,225.0,400201703,1.0,0
40020170311,8.2,1.1,700.0,15.6,1456.0,0.0,5.9,1615.0,1.3,281.3,400201703,2.0,1
40020170312,9.2,5.7,718.0,13.8,1501.0,0.0,7.4,1623.0,1.5,275.6,400201703,2.0,1
40020170313,7.7,3.6,728.0,12.0,1612.0,0.0,6.1,1549.0,1.8,239.1,400201703,0.0,0
40020170314,7.2,3.5,650.0,10.7,1403.0,0.0,9.0,1332.0,2.3,289.7,400201703,2.0,1
40020170315,7.4,2.6,648.0,12.3,1420.0,0.0,6.8,1648.0,1.7,292.5,400201703,1.0,0
40020170316,7.3,2.8,627.0,12.3,1557.0,0.0,7.0,1656.0,1.5,244.7,400201703,2.0,1
40020170317,8.9,3.2,642.0,14.8,1543.0,0.0,7.0,1912.0,1.5,292.5,400201703,2.0,1
40020170318,10.5,7.5,728.0,15.3,1355.0,0.0,8.2,1608.0,1.6,267.2,400201703,0.0,0
40020170319,11.7,5.2,731.0,17.9,1505.0,0.0,5.2,17.0,1.1,312.2,400201703,2.0,1
40020170320,10.6,7.4,605.0,15.8,1416.0,0.0,6.2,2001.0,1.4,241.9,400201703,0.0,0
40020170321,8.6,5.8,807.0,12.6,1718.0,0.0,7.3,1127.0,2.1,236.3,400201703,2.0,1
40020170322,9.0,5.1,610.0,13.4,1526.0,0.0,7.1,1645.0,2.1,264.4,400201703,4.0,1
40020170323,10.2,7.1,701.0,14.0,1524.0,0.0,7.9,1628.0,1.8,275.6,400201703,2.0,1
40020170324,9.4,5.3,637.0,14.2,1606.0,0.0,5.9,1748.0,1.5,275.6,400201703,3.0,1
40020170325,8.8,6.8,2341.0,12.2,1458.0,0.0,7.0,1242.0,1.6,219.4,400201703,0.0,0
40020170326,7.7,5.4,647.0,11.0,1333.0,0.0,6.4,1723.0,1.7,300.9,400201703,1.0,0
40020170327,7.3,5.7,644.0,10.6,1234.0,0.0,8.5,1546.0,2.0,317.8,400201703,1.0,0
40020170328,7.8,3.4,527.0,12.6,1520.0,0.0,6.2,1522.0,1.5,241.9,400201703,1.0,0
40020170329,9.4,5.6,800.0,14.3,1518.0,0.0,7.1,1732.0,1.9,295.3,400201703,1.0,0
40020170330,11.8,6.4,726.0,17.5,1513.0,0.0,6.6,1559.0,1.5,230.6,400201703,3.0,1
40020170331,9.3,6.8,2138.0,13.4,1049.0,3.5,6.5,1920.0,1.5,67.5,400201703,1.0,0
40020170401,9.3,6.7,2357.0,14.3,1509.0,1.0,7.3,1503.0,1.4,306.6,400201704,0.0,0
40020170402,9.4,3.8,744.0,15.2,1449.0,0.0,7.3,1410.0,1.9,292.5,400201704,0.0,0
40020170403,12.4,6.2,612.0,18.4,1414.0,0.0,8.3,1546.0,1.6,250.3,400201704,0.0,0
40020170404,14.9,7.8,648.0,21.8,1342.0,0.0,6.9,1424.0,1.3,241.9,400201704,0.0,0
40020170405,13.0,11.1,1619.0,15.3,1.0,35.0,5.2,1215.0,1.1,171.6,400201704,3.0,1
40020170406,11.6,10.4,926.0,13.3,53.0,2.5,5.7,449.0,1.9,227.8,400201704,0.0,0
40020170407,15.0,10.0,516.0,22.6,1551.0,0.0,5.6,1632.0,1.7,267.2,400201704,1.0,0
40020170408,13.7,10.0,710.0,19.1,1537.0,0.5,6.9,1636.0,2.0,284.1,400201704,3.0,1
40020170409,14.9,11.6,615.0,19.3,1540.0,0.5,6.7,1141.0,1.5,64.7,400201704,2.0,1
40020170410,16.9,11.4,617.0,22.4,1724.0,0.0,6.7,1128.0,1.4,118.1,400201704,0.0,0
40020170411,15.7,12.3,748.0,20.0,1507.0,0.0,10.2,2125.0,2.4,281.3,400201704,0.0,0
40020170412,12.1,9.6,2358.0,15.6,1506.0,0.0,8.2,1526.0,2.7,289.7,400201704,2.0,1
40020170413,13.4,7.4,542.0,19.5,1510.0,0.0,7.5,1424.0,1.9,270.0,400201704,0.0,0
40020170414,14.1,11.2,541.0,18.7,1016.0,4.0,11.7,1151.0,2.3,247.5,400201704,1.0,0
40020170415,17.0,11.4,203.0,23.8,1438.0,0.0,7.5,1624.0,1.6,236.3,400201704,2.0,1
40020170416,19.6,13.5,724.0,23.8,1539.0,0.0,5.6,1427.0,1.0,275.6,400201704,2.0,1
40020170417,15.6,12.7,2316.0,19.3,1.0,5.5,6.4,1327.0,1.1,323.4,400201704,1.0,0
40020170418,12.6,10.9,607.0,17.6,1119.0,8.0,10.2,1325.0,2.0,210.9,400201704,1.0,0
40020170419,13.6,9.5,603.0,17.8,1421.0,0.0,8.3,949.0,2.3,281.3,400201704,1.0,0
40020170420,13.8,11.0,652.0,18.4,1420.0,0.0,6.8,1624.0,1.7,247.5,400201704,1.0,0
40020170421,13.9,9.1,557.0,19.6,1412.0,0.0,7.0,1821.0,1.6,300.9,400201704,2.0,1
40020170422,15.4,9.7,628.0,21.4,1525.0,0.0,7.8,1702.0,1.7,275.6,400201704,1.0,0
40020170423,15.7,9.9,557.0,21.6,1443.0,0.0,8.6,1648.0,1.9,236.3,400201704,0.0,0
40020170424,15.7,9.5,552.0,21.9,1348.0,0.0,7.7,1157.0,2.0,191.3,400201704,0.0,0
40020170425,16.7,14.0,543.0,20.9,1300.0,0.0,8.8,1419.0,2.1,286.9,400201704,1.0,0
40020170426,16.0,13.1,547.0,20.4,1436.0,0.0,10.0,1840.0,2.3,247.5,400201704,2.0,1
40020170427,14.5,11.2,532.0,19.6,1326.0,0.0,9.8,1620.0,2.5,239.1,400201704,2.0,1
40020170428,15.1,10.1,517.0,21.0,1339.0,0.0,8.5,1300.0,2.3,261.6,400201704,1.0,0
40020170429,17.7,10.9,611.0,23.6,1421.0,0.0,8.0,1659.0,2.0,241.9,400201704,0.0,0
40020170430,19.8,15.3,529.0,28.1,1411.0,0.0,7.6,1736.0,2.1,289.7,400201704,3.0,1
40020170501,20.5,14.6,547.0,27.9,1647.0,0.0,5.4,1736.0,1.4,261.6,400201705,0.0,0
40020170502,21.1,16.6,545.0,27.2,1400.0,0.0,6.1,1935.0,1.5,289.7,400201705,0.0,0
40020170503,22.3,15.9,559.0,29.3,1453.0,0.0,7.0,1806.0,1.4,264.4,400201705,0.0,0
40020170504,21.7,16.4,624.0,27.0,1449.0,0.0,7.4,1612.0,1.6,281.3,400201705,0.0,0
40020170505,21.3,16.4,2357.0,26.5,1504.0,0.0,8.9,2335.0,2.4,284.1,400201705,1.0,1
40020170506,15.5,13.0,457.0,19.6,1219.0,0.0,12.0,1536.0,2.9,247.5,400201705,2.0,1
40020170507,17.1,11.7,533.0,22.1,1511.0,0.0,9.5,1336.0,2.4,233.4,400201705,1.0,1
40020170508,18.6,13.3,523.0,24.0,1219.0,0.0,5.7,1243.0,1.6,278.4,400201705,3.0,1
40020170509,17.5,15.7,2347.0,20.7,1447.0,1.5,5.3,1451.0,1.1,213.8,400201705,0.0,0
40020170510,16.6,14.2,526.0,20.4,1648.0,4.5,8.0,1818.0,2.0,261.6,400201705,2.0,1
40020170511,19.6,14.0,515.0,24.8,1719.0,0.0,5.5,1507.0,1.2,295.3,400201705,1.0,1
40020170512,19.9,18.0,0.0,22.0,1205.0,0.0,6.7,1335.0,1.6,270.0,400201705,1.0,1
40020170513,16.9,13.0,2358.0,22.9,1401.0,7.5,11.7,1458.0,2.2,194.1,400201705,1.0,1
40020170514,16.5,12.4,48.0,20.5,1456.0,0.0,10.5,1317.0,2.9,298.1,400201705,0.0,0
40020170515,16.5,13.8,246.0,20.5,1444.0,0.0,7.2,1141.0,2.3,227.8,400201705,0.0,0
40020170516,17.4,13.8,350.0,21.7,1534.0,0.0,6.1,2021.0,1.6,250.3,400201705,0.0,0
40020170517,19.7,14.0,534.0,25.5,1512.0,0.0,7.0,1445.0,1.7,284.1,400201705,0.0,0
40020170518,21.2,15.5,506.0,26.4,1359.0,0.0,6.9,1634.0,1.8,202.5,400201705,1.0,1
40020170519,22.1,16.9,449.0,27.5,1431.0,0.0,8.1,1317.0,1.9,239.1,400201705,1.0,1
40020170520,21.6,17.0,517.0,26.7,1254.0,0.0,7.2,1510.0,1.8,298.1,400201705,1.0,1
40020170521,21.9,17.8,547.0,26.7,1429.0,0.0,6.5,1402.0,1.8,292.5,400201705,1.0,1
40020170522,22.3,17.6,522.0,27.5,1557.0,0.0,6.7,1926.0,1.7,292.5,400201705,1.0,1
40020170523,20.7,17.6,1929.0,24.3,1306.0,2.5,6.1,1449.0,1.6,275.6,400201705,0.0,0
40020170524,22.2,17.6,51.0,27.5,1747.0,0.5,7.4,1716.0,1.7,250.3,400201705,3.0,1
40020170525,19.9,15.8,2355.0,24.6,1428.0,0.0,10.0,1610.0,2.4,295.3,400201705,0.0,0
40020170526,17.9,13.9,449.0,22.4,1530.0,0.0,7.1,1551.0,2.2,275.6,400201705,2.0,1
40020170527,19.9,14.1,544.0,25.4,1545.0,0.0,7.3,1652.0,1.8,244.7,400201705,3.0,1
40020170528,21.6,15.9,557.0,27.8,1539.0,0.0,7.0,1343.0,1.9,196.9,400201705,1.0,1
40020170529,23.0,18.9,342.0,28.4,1307.0,0.0,6.6,1454.0,1.8,284.1,400201705,2.0,1
40020170530,24.4,19.3,346.0,30.4,1539.0,0.0,6.9,1602.0,1.9,267.2,400201705,0.0,0
40020170531,23.8,19.0,606.0,29.5,1604.0,0.0,5.8,1831.0,1.5,281.3,400201705,1.0,1
40020170601,23.7,17.9,1034.0,26.8,1302.0,2.0,9.5,1826.0,2.3,236.3,400201706,1.0,0
40020170602,21.1,17.6,552.0,25.3,1502.0,0.0,7.3,2051.0,2.1,284.1,400201706,1.0,0
40020170603,20.8,17.5,547.0,25.5,1611.0,0.0,8.1,1404.0,2.4,298.1,400201706,1.0,0
40020170604,22.7,17.0,531.0,27.9,1424.0,0.0,8.2,1727.0,1.9,267.2,400201706,1.0,0
40020170605,24.2,18.0,546.0,29.4,1555.0,0.0,5.2,1244.0,1.3,78.8,400201706,0.0,0
40020170606,19.3,14.6,2101.0,23.6,2.0,9.0,5.7,2020.0,1.4,84.4,400201706,0.0,0
40020170607,18.2,15.3,2.0,20.0,1708.0,8.5,6.7,1450.0,1.4,255.9,400201706,1.0,0
40020170608,20.6,16.6,451.0,25.5,1323.0,0.0,7.6,1429.0,2.0,244.7,400201706,2.0,1
40020170609,21.7,18.2,537.0,26.1,1357.0,0.0,8.5,1504.0,2.5,250.3,400201706,2.0,1
40020170610,22.2,17.1,620.0,27.1,1628.0,5.0,7.2,24.0,1.7,264.4,400201706,3.0,1
40020170611,22.9,16.2,535.0,28.7,1626.0,0.0,7.0,1534.0,1.7,292.5,400201706,1.0,0
40020170612,22.2,17.7,537.0,27.8,1553.0,0.0,6.0,1752.0,2.0,272.8,400201706,0.0,0
40020170613,21.5,18.9,434.0,25.7,1354.0,0.0,7.4,1607.0,2.0,306.6,400201706,0.0,0
40020170614,22.0,18.7,644.0,26.7,1414.0,0.0,7.4,1717.0,2.2,272.8,400201706,0.0,0
40020170615,23.3,18.1,558.0,29.8,1451.0,0.0,8.0,1617.0,1.9,264.4,400201706,5.0,1
40020170616,25.6,20.3,530.0,33.3,1457.0,0.0,7.6,1700.0,1.6,225.0,400201706,1.0,0
40020170617,24.6,21.1,621.0,29.0,1514.0,0.0,7.1,1412.0,1.9,272.8,400201706,1.0,0
40020170618,25.2,20.6,429.0,31.2,1439.0,0.0,7.2,1552.0,1.7,253.1,400201706,1.0,0
40020170619,25.6,20.5,456.0,29.8,1540.0,0.0,6.3,1739.0,1.4,331.9,400201706,0.0,0
40020170620,26.5,21.5,542.0,32.4,1358.0,0.0,7.2,1500.0,1.6,284.1,400201706,0.0,0
40020170621,25.4,22.0,2356.0,30.6,1407.0,0.0,8.5,1853.0,2.3,239.1,400201706,1.0,0
40020170622,25.5,21.4,248.0,30.2,1326.0,0.0,7.1,1437.0,2.0,272.8,400201706,4.0,1
40020170623,27.3,22.5,538.0,33.3,1530.0,0.0,8.2,1655.0,1.6,278.4,400201706,1.0,0
40020170624,25.0,21.1,2334.0,28.4,1119.0,3.5,7.8,1617.0,1.1,230.6,400201706,1.0,0
40020170625,23.9,21.3,1.0,27.9,1121.0,1.5,5.5,1425.0,1.0,70.3,400201706,3.0,1
40020170626,23.2,20.2,520.0,29.3,1422.0,41.0,9.1,1620.0,1.4,236.3,400201706,0.0,0
40020170627,25.2,21.3,129.0,30.6,1530.0,0.0,6.6,1609.0,1.6,298.1,400201706,0.0,0
40020170628,26.5,22.8,517.0,31.0,1440.0,0.0,6.0,1642.0,1.6,281.3,400201706,0.0,0
40020170629,26.6,22.9,533.0,31.1,1414.0,0.0,6.0,1505.0,1.7,312.2,400201706,1.0,0
40020170630,26.6,23.5,439.0,31.4,1442.0,0.0,6.2,1258.0,1.7,334.7,400201706,0.0,0
40020170701,25.6,23.4,521.0,30.7,1453.0,0.5,6.3,1703.0,1.5,205.3,400201707,0.0,0
40020170702,24.8,22.5,2358.0,27.6,1407.0,94.5,6.4,1442.0,1.5,258.8,400201707,3.0,1
40020170703,25.7,22.3,124.0,29.0,1257.0,34.0,11.6,356.0,2.6,253.1,400201707,0.0,0
40020170704,27.3,23.7,446.0,32.1,1332.0,6.5,6.7,1448.0,1.6,278.4,400201707,1.0,0
40020170705,28.2,24.1,301.0,33.7,1610.0,0.0,8.1,2037.0,1.2,351.6,400201707,0.0,0
40020170706,28.0,24.3,534.0,35.0,1410.0,7.0,6.2,1711.0,1.2,295.3,400201707,1.0,0
40020170707,27.0,25.1,350.0,29.4,1343.0,9.5,6.9,1825.0,1.4,160.3,400201707,1.0,0
40020170708,26.7,24.6,737.0,29.2,1448.0,8.0,6.4,1620.0,2.1,236.3,400201707,3.0,1
40020170709,26.3,23.6,2355.0,30.6,1246.0,32.5,9.5,2227.0,0.8,188.4,400201707,2.0,1
40020170710,25.0,22.9,2243.0,27.1,1319.0,129.0,8.0,1125.0,1.6,250.3,400201707,1.0,0
40020170711,27.1,22.9,30.0,32.7,1626.0,5.5,6.0,1721.0,1.7,233.4,400201707,0.0,0
40020170712,28.1,25.6,447.0,31.6,1621.0,0.0,5.6,1733.0,1.8,247.5,400201707,0.0,0
40020170713,28.6,24.1,455.0,32.9,1419.0,0.0,6.1,1533.0,1.4,222.2,400201707,1.0,0
40020170714,29.3,26.3,503.0,33.5,1231.0,1.5,8.2,1529.0,1.6,250.3,400201707,2.0,1
40020170715,25.2,22.8,514.0,27.0,6.0,50.5,7.8,1614.0,1.5,241.9,400201707,3.0,1
40020170716,26.3,23.0,435.0,28.8,1436.0,49.5,4.8,1749.0,1.1,227.8,400201707,2.0,1
40020170717,27.2,24.6,2339.0,30.1,1132.0,0.5,5.9,1409.0,1.6,267.2,400201707,0.0,0
40020170718,26.8,23.7,623.0,31.7,1621.0,2.5,5.0,1546.0,1.4,292.5,400201707,0.0,0
40020170719,28.8,25.3,150.0,34.2,1639.0,0.0,6.5,1753.0,1.5,270.0,400201707,0.0,0
40020170720,30.3,26.6,506.0,34.9,1526.0,0.0,6.1,1517.0,1.6,171.6,400201707,1.0,0
40020170721,30.3,27.6,554.0,33.2,1205.0,0.0,19.1,2349.0,2.0,194.1,400201707,1.0,0
40020170722,29.6,27.8,831.0,32.8,1540.0,0.5,5.6,1504.0,1.7,247.5,400201707,1.0,0
40020170723,27.4,26.1,952.0,28.9,1729.0,89.0,8.8,816.0,1.6,146.3,400201707,3.0,1
40020170724,27.0,25.6,1352.0,28.6,1100.0,3.5,4.2,424.0,1.1,253.1,400201707,0.0,0
40020170725,29.8,25.4,523.0,35.7,1625.0,0.0,5.6,1055.0,1.5,42.2,400201707,2.0,1
40020170726,29.0,24.7,625.0,33.3,1606.0,0.0,6.0,1108.0,1.7,191.3,400201707,2.0,1
40020170727,27.4,25.2,2358.0,29.9,1419.0,1.5,4.3,1033.0,1.2,154.7,400201707,1.0,0
40020170728,25.4,24.4,422.0,26.5,1745.0,9.0,4.0,1154.0,1.0,225.0,400201707,3.0,1
40020170729,27.3,25.5,600.0,30.9,1618.0,0.0,5.7,1637.0,1.3,42.2,400201707,2.0,1
40020170730,28.3,24.8,543.0,32.7,1601.0,0.0,4.7,1640.0,1.3,244.7,400201707,0.0,0
40020170731,25.7,24.1,840.0,28.6,17.0,10.0,5.1,1621.0,1.0,241.9,400201707,1.0,0
40020170801,28.7,23.9,523.0,34.2,1641.0,1.0,4.4,1609.0,1.1,253.1,400201708,1.0,1
40020170802,30.2,26.7,642.0,33.4,1400.0,0.0,4.6,1550.0,0.9,275.6,400201708,0.0,0
40020170803,30.2,27.4,543.0,33.6,1238.0,0.0,6.0,1249.0,1.3,250.3,400201708,0.0,0
40020170804,30.5,26.4,516.0,35.1,1430.0,0.0,5.1,1408.0,1.2,202.5,400201708,2.0,1
40020170805,31.7,27.7,542.0,37.2,1411.0,0.0,5.7,1534.0,1.2,267.2,400201708,1.0,1
40020170806,30.2,26.9,1035.0,33.8,1638.0,0.0,8.2,820.0,1.2,168.8,400201708,0.0,0
40020170807,29.9,27.2,537.0,34.9,1401.0,0.0,7.4,1747.0,1.9,267.2,400201708,0.0,0
40020170808,28.7,26.2,558.0,31.2,1446.0,0.0,6.6,1520.0,1.6,225.0,400201708,0.0,0
40020170809,27.4,23.9,2346.0,31.4,1550.0,2.0,5.5,1019.0,1.5,126.6,400201708,2.0,1
40020170810,24.6,23.4,2324.0,25.9,1140.0,50.0,4.7,1217.0,1.4,47.8,400201708,5.0,1
40020170811,27.6,23.7,1.0,32.1,1508.0,0.5,5.9,1110.0,1.6,45.0,400201708,1.0,1
40020170812,28.0,24.4,453.0,32.0,1653.0,0.0,4.7,929.0,1.4,36.6,400201708,1.0,1
40020170813,26.6,24.5,811.0,29.0,1458.0,0.0,5.3,1046.0,1.4,81.6,400201708,1.0,1
40020170814,24.9,24.0,240.0,26.9,1216.0,2.0,5.8,1131.0,1.7,81.6,400201708,0.0,0
40020170815,22.2,20.9,0.0,25.0,148.0,89.5,5.3,1108.0,1.7,42.2,400201708,1.0,1
40020170816,23.4,20.7,350.0,26.8,1349.0,6.0,5.8,24.0,2.0,70.3,400201708,0.0,0
40020170817,25.2,21.1,426.0,28.5,1301.0,11.0,5.8,1604.0,1.1,272.8,400201708,0.0,0
40020170818,26.2,23.9,514.0,29.7,1758.0,0.0,4.1,1738.0,0.9,292.5,400201708,1.0,1
40020170819,25.8,22.9,630.0,28.5,1703.0,0.0,4.1,934.0,1.2,78.8,400201708,1.0,1
40020170820,23.7,22.2,710.0,25.7,1.0,127.0,5.2,2027.0,1.3,199.7,400201708,1.0,1
40020170821,26.7,23.8,425.0,29.2,1442.0,6.0,7.4,1612.0,1.8,233.4,400201708,2.0,1
40020170822,28.1,24.5,521.0,32.6,1552.0,0.0,6.3,1507.0,1.6,239.1,400201708,1.0,1
40020170823,28.0,24.4,612.0,31.2,1434.0,58.0,10.7,1425.0,2.0,244.7,400201708,0.0,0
40020170824,27.7,24.7,2350.0,30.0,1038.0,8.5,11.0,617.0,3.1,250.3,400201708,0.0,0
40020170825,26.9,23.4,629.0,31.9,1356.0,0.0,6.3,1740.0,1.7,286.9,400201708,2.0,1
40020170826,25.7,21.5,602.0,29.5,1335.0,0.0,6.2,1704.0,1.6,289.7,400201708,0.0,0
40020170827,23.0,19.7,556.0,27.0,1456.0,0.0,3.8,1025.0,1.1,61.9,400201708,1.0,1
40020170828,22.0,18.5,1824.0,28.0,1224.0,18.5,7.1,1732.0,1.2,53.4,400201708,2.0,1
40020170829,20.6,18.7,2342.0,23.6,1415.0,0.0,6.4,1623.0,1.9,298.1,400201708,0.0,0
